ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,2025-11-09,THECALCO PTE. LTD.,THECALCO PTE. LTD.,,,,,,05-07-2022,202223363N,46594,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CYTECH SYSTEMS (SG) PTE. LTD.,CYTECH SYSTEMS (SG) PTE. LTD.,,,,,,03-11-2022,202239019H,46523,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,PLATINUM CAR CONSIGN PTE. LTD.,PLATINUM CAR CONSIGN PTE. LTD.,,,,,,03-05-2019,201914293R,46100,,,,,,,"['https://www.facebook.com/platinumcarconsign/', 'https://www.facebook.com/sgcarmart']",['https://www.instagram.com/sgcarmart/'],,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6596192666'],['platinumcarconsign@outlook.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,AIRX AVIATION PTE. LTD.,AIRX AVIATION PTE. LTD.,,,,,,02-07-2024,202426675H,46552,,,,,,,['https://www.facebook.com/p/airx-aviation-100063553385923'],,['https://sg.linkedin.com/company/airx-aviation'],,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,HCRJ INC PTE. LTD.,HCRJ INC PTE. LTD.,,,,,,02-03-2020,202007118W,46563,,,,,https://www.hcrj.com,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,XTECH TECHNOLOGIES PTE. LTD.,XTECH TECHNOLOGIES PTE. LTD.,,,,,,09-07-2019,201922099W,46511,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,ECOFIT ENGINEERING SUPPLIES PTE. LTD.,ECOFIT ENGINEERING SUPPLIES PTE. LTD.,,,,,,01-04-2022,202211262W,46639,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6580893150'],,,,,,,,,,,,,,,,,,
,,2025-11-09,URON TECHNICAL SERVICE PTE. LTD.,URON TECHNICAL SERVICE PTE. LTD.,,,,,,10-06-2020,202016241R,46100,,,,,https://www.imc-shipmanagement.com,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6563362233'],['enquiry@imc-shipmanagement.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,SENLON MARINE SERVICE PTE. LTD.,SENLON MARINE SERVICE PTE. LTD.,,,,,,10-07-2023,202327055H,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,LAI SENG SELLING & WHOLESALE PTE. LTD.,LAI SENG SELLING & WHOLESALE PTE. LTD.,,,,,,04-08-2020,202022657E,46302,,,,,http://www.meshlxf.com/,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6562947781'],,,,,,,,,,,,,,,,,,
,,2025-11-09,2ACEHANDYMAN,2ACEHANDYMAN,,,,,,02-02-2025,53497565L,46435,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SHENQI INTERNATIONAL TRADING PTE. LTD.,SHENQI INTERNATIONAL TRADING PTE. LTD.,,,,,,06-05-2024,202417895C,46414,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,METLEN PTE. LTD.,METLEN PTE. LTD.,,,,,,03-06-2021,202119546G,46643,,,,,https://www.metlengroup.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MAPLE ICT SOLUTIONS PRIVATE LIMITED,MAPLE ICT SOLUTIONS PRIVATE LIMITED,,,,,,05-05-2015,201511945M,46511,,,,,https://mapleict.com,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,['info@mapleict.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,TGLM TRADING PTE. LTD.,TGLM TRADING PTE. LTD.,,,,,,06-04-2022,202211806M,46631,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,ASCENSION FESTIVAL,ASCENSION FESTIVAL,,,,,,06-05-2025,53503572A,46452,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,UNITED SPIRITS & BEVERAGES PTE. LTD.,UNITED SPIRITS & BEVERAGES PTE. LTD.,,,,,,04-11-2024,202445248E,46307,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,LIFMED PTE. LTD.,LIFMED PTE. LTD.,,,,,,07-06-2024,202422945H,46461,,,,,,,,,,,LOCAL COMPANY,Others,,Pharmacies & Health Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FNA INDO CHINA PTE. LTD.,FNA INDO CHINA PTE. LTD.,,,,,,12-07-2019,201922640D,46304,,,,,https://fnagroup.com.sg,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6568581800'],['enquiries@fnagroup.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,OASIS BIO PTE. LTD.,OASIS BIO PTE. LTD.,,,,,,12-09-2023,202336781G,46461,,,,,https://111somerset.com.sg,,['https://www.facebook.com/111somersetsg'],['https://www.instagram.com/glassdoor'],,,LOCAL COMPANY,Others,,Pharmacies & Health Stores,,,,,,,,,,,,,,,,,['+6562193114'],,,,,,,,,,,,,,,,,,
,,2025-11-09,ARTCHITEX PTE. LTD.,ARTCHITEX PTE. LTD.,,,,,,01-03-2022,202207175H,46633,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MILMOUNT INTERNATIONAL PTE. LTD.,MILMOUNT INTERNATIONAL PTE. LTD.,,,,,,04-10-2019,201933420D,46302,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,AUTOMATION MART PTE. LTD.,AUTOMATION MART PTE. LTD.,,,,,,08-08-2017,201722335N,46522,,,,,https://automationmart.com.sg,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6569098299'],,,,,,,,,,,,,,,,,,
,,2025-11-09,GRAND PEACE DEVELOPMENT PTE. LTD.,GRAND PEACE DEVELOPMENT PTE. LTD.,,,,,,09-06-2025,202524973C,46414,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SOUTHKEY INDUSTRIAL PTE. LTD.,SOUTHKEY INDUSTRIAL PTE. LTD.,,,,,,10-01-2024,202401536R,46472,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,GOLDEN TIMBER PTE. LTD.,GOLDEN TIMBER PTE. LTD.,,,,,,03-07-2025,202528815W,46631,,,,,https://www.mycareersfuture.gov.sg/job/general-management/director-golden-timber-b9a844b1400b490c973679d180bec5a5,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,AVERY FRESH PTE. LTD.,AVERY FRESH PTE. LTD.,,,,,,06-07-2017,201718975M,46301,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,"MALT, GRAIN & CANE PTE. LTD.","MALT, GRAIN & CANE PTE. LTD.",,,,,,08-10-2020,202031682K,46307,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,GERONIK ASIA PTE. LTD.,GERONIK ASIA PTE. LTD.,,,,,,08-10-2020,202031729E,46592,,,,,https://www.mycareersfuture.gov.sg/job/repair-maintenance/calibration-engineer-geronik-asia-f79aca2f17ea2a9a3d6f96e659791e5a,,['https://www.facebook.com/geronik-asia-pte-ltd-104883268481686'],,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6569806866'],,,,,,,,,,,,,,,,,,
,,2025-11-09,VIBRANT TECHNOLOGY PTE. LTD.,VIBRANT TECHNOLOGY PTE. LTD.,,,,,,08-05-2019,201914859W,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,DAYCO SINGAPORE PRIVATE LIMITED,DAYCO SINGAPORE PRIVATE LIMITED,,,,,,03-07-2017,201718469K,46563,,,,,https://dayco.com,,['https://www.facebook.com/daycoofficial'],['https://www.instagram.com/dayconorthamerica/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6564836303'],,,,,,,,,,,,,,,,,,
,,2025-11-09,NYNE VENTURES PTE. LTD.,NYNE VENTURES PTE. LTD.,,,,,,11-06-2024,202423457G,46411,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,DAIKI AXIS SINGAPORE PTE. LTD.,DAIKI AXIS SINGAPORE PTE. LTD.,,,,,,01-08-2016,201620813D,46541,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,PEAK AUTOMOTIVE,PEAK AUTOMOTIVE,,,,,,10-12-2019,53406888W,46563,,,,,https://peakautomotiveltd.co.uk,,['https://www.facebook.com/peakautomotiveltd/'],,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,['Sales@peakautomotiveltd.co.uk'],,,,,,,,,,,,,,,,,
,,2025-11-09,FAIR OCEANIC TRADING PTE. LTD.,FAIR OCEANIC TRADING PTE. LTD.,,,,,,04-06-2024,202422459M,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,GOLDENS PALM RESOURCES PTE. LTD.,GOLDENS PALM RESOURCES PTE. LTD.,,,,,,03-08-2022,202227066H,46225,,,,,,,,,,,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,TY ENTERPRISES PTE. LTD.,TY ENTERPRISES PTE. LTD.,,,,,,09-12-2020,202040073D,46223,,,,,,,,,,,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,PRIVECO HOLDINGS PTE. LTD.,PRIVECO HOLDINGS PTE. LTD.,,,,,,12-04-2024,202464666G,46441,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,TIOVARO SUPPLIES PTE. LTD.,TIOVARO SUPPLIES PTE. LTD.,,,,,,09-11-2023,202378887M,46472,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,AYS PTE. LTD.,AYS PTE. LTD.,,,,,,10-12-2020,202040122D,46522,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,VOLVO GROUP SINGAPORE (PTE.) LTD.,VOLVO GROUP SINGAPORE (PTE.) LTD.,,,,,,11-04-2018,201812279Z,46559,,,,,https://www.mycareersfuture.gov.sg/job/information-technology/digital-forensics-investigator-volvo-group-singapore-1b00ea64eeb7e072c398e18df041751b,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6562213111'],,,,,,,,,,,,,,,,,,
,,2025-11-09,SINGTEQ AUTOMATION PTE. LTD.,SINGTEQ AUTOMATION PTE. LTD.,,,,,,03-02-2021,202104426G,46549,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,HTL GLOBAL PTE. LTD.,HTL GLOBAL PTE. LTD.,,,,,,12-01-2024,202401971K,46431,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6569040933'],,,,,,,,,,,,,,,,,,
,,2025-11-09,ASIA AUTOMATION (SINGAPORE) PTE. LTD.,ASIA AUTOMATION (SINGAPORE) PTE. LTD.,,,,,,06-07-2021,202123489R,46522,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6560272348'],,,,,,,,,,,,,,,,,,
,,2025-11-09,DAHMEH PTE. LTD.,DAHMEH PTE. LTD.,,,,,,04-01-2018,201800582H,46306,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,WINNER STEP (SGP) PTE. LTD.,WINNER STEP (SGP) PTE. LTD.,,,,,,09-05-2024,202418625Z,46414,,,,,,,,,['https://sg.linkedin.com/in/jorene-yeo-55b9bb57'],,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,TRIBEAUTE VISAGE PTE. LTD.,TRIBEAUTE VISAGE PTE. LTD.,,,,,,10-07-2024,202427948D,46424,,,,,https://tribeaute.com/,,,,['https://www.linkedin.com/company/89516558/'],,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MEDIDENTAL PTE. LTD.,MEDIDENTAL PTE. LTD.,,,,,,08-09-2025,202540054G,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SAKE DOJO,SAKE DOJO,,,,,,02-12-2021,53443396X,46307,,,,,,,['https://www.facebook.com/sharer.php?u=https%3a%2f%2fsakeinternational.org%2fthe-largest-collection-of-sake-in-america-sake-dojo%2f'],"['https://www.instagram.com/sakedojo/', 'https://www.instagram.com/sakedojola/']",,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,HEALTH & WELLNESS 7688 PTE. LTD.,HEALTH & WELLNESS 7688 PTE. LTD.,,,,,,06-08-2025,202518666E,46306,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,JARVIS INTERNATIONAL TRADE PTE. LTD.,JARVIS INTERNATIONAL TRADE PTE. LTD.,,,,,,09-12-2015,201542794G,46610,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,XINZHONG LEISURE CULTURE PTE. LTD.,XINZHONG LEISURE CULTURE PTE. LTD.,,,,,,09-10-2024,202441388E,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FLOWER AFFAIR SG,FLOWER AFFAIR SG,,,,,,08-06-2018,53382839B,46211,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,NEW NANYANG TRADING PTE. LTD.,NEW NANYANG TRADING PTE. LTD.,,,,,,08-02-2017,201703420C,46631,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SHENFIRE,SHENFIRE,,,,,,08-02-2023,53462654L,46563,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,QURAIS PTE. LTD.,QURAIS PTE. LTD.,,,,,,01-10-2024,202440132K,46643,,,,,https://qurais.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,GENERIS HOLDINGS PTE. LTD.,GENERIS HOLDINGS PTE. LTD.,,,,,,01-10-2024,202440128D,46307,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,BETMAY PTE. LTD.,BETMAY PTE. LTD.,,,,,,08-04-2024,202413710E,46511,,,,,https://betmaysg.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,ANGKORSTONE PTE. LTD.,ANGKORSTONE PTE. LTD.,,,,,,03-12-2024,202449612E,46633,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,YOUNGER OPTICS SINGAPORE PTE. LTD.,YOUNGER OPTICS SINGAPORE PTE. LTD.,,,,,,01-11-2017,201731402Z,46491,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CK INTERCONNECT PTE. LTD.,CK INTERCONNECT PTE. LTD.,,,,,,06-03-2025,202509908M,46522,,,,,,,,,['https://sg.linkedin.com/in/ckconnect'],,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,LA CARA ESTETICA PTE. LTD.,LA CARA ESTETICA PTE. LTD.,,,,,,04-11-2018,201837612D,46100,,,,,,,['https://www.facebook.com/lacaraestetica/'],['https://www.instagram.com/lacaraestetica/'],,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6581291953'],['lacaraestetica@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,KARBON EXOTICS,KARBON EXOTICS,,,,,,06-03-2018,53378331C,46563,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,DUDUBUTSU LLP,DUDUBUTSU LLP,,,,,,09-08-2019,T19LL1122F,46452,,,,,,,,,,,LIMITED LIABILITY PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SINCO SPECIALTY METALS PTE. LTD.,SINCO SPECIALTY METALS PTE. LTD.,,,,,,10-05-2024,202418762M,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,OUYA CERAMICS PTE. LTD.,OUYA CERAMICS PTE. LTD.,,,,,,08-07-2020,202019446H,46633,,,,,http://www.ouyaceramics.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,['sales@ouyaceramics.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,CSOAR TRADING PTE. LTD.,CSOAR TRADING PTE. LTD.,,,,,,12-04-2024,202414406K,46302,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MONSOON UMBRELLA PTE. LTD.,MONSOON UMBRELLA PTE. LTD.,,,,,,10-02-2023,202304950Z,46429,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FULCRUM FOODS PTE. LTD.,FULCRUM FOODS PTE. LTD.,,,,,,11-05-2021,202116824N,46303,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CH INDUSTRY PTE. LTD.,CH INDUSTRY PTE. LTD.,,,,,,01-04-2020,202010349Z,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6562846565'],,,,,,,,,,,,,,,,,,
,,2025-11-09,LENS HOME SINGAPORE PTE. LTD.,LENS HOME SINGAPORE PTE. LTD.,,,,,,04-09-2024,202436354G,46439,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,AP PARTNERS ADVISORY PTE. LTD.,AP PARTNERS ADVISORY PTE. LTD.,,,,,,12-07-2025,202530256Z,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,KAMI BEAUTY PTE. LTD.,KAMI BEAUTY PTE. LTD.,,,,,,06-10-2022,202235518E,46424,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SINCOTTE PTE. LTD.,SINCOTTE PTE. LTD.,,,,,,05-04-2019,201911154M,46649,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CRAFT AXIS PTE. LTD.,CRAFT AXIS PTE. LTD.,,,,,,12-01-2015,201501265W,46432,,,,,https://craftaxis.com.sg,,['https://www.facebook.com/craftaxissg'],['https://www.instagram.com/craftaxissg/'],,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6588522870'],,,,,,,,,,,,,,,,,,
,,2025-11-09,QHIU TECHNOLOGY PTE. LTD.,QHIU TECHNOLOGY PTE. LTD.,,,,,,06-06-2024,202422769H,46522,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FOR THE LOVE OF WINE,FOR THE LOVE OF WINE,,,,,,05-01-2024,53478965W,46307,,,,,,,['https://www.facebook.com/ftlow.co.uk/'],['https://www.instagram.com/loveofwine/?hl=en'],['https://uk.linkedin.com/in/robert-steel-3a3a1132'],,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,['fortheloveofwine2019@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,PERFORMANCE LABS PTE. LTD.,PERFORMANCE LABS PTE. LTD.,,,,,,12-01-2015,201501264G,46306,,,,,https://performancelabs.sg,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6565139228'],,,,,,,,,,,,,,,,,,
,,2025-11-09,TTIG PTE. LTD.,TTIG PTE. LTD.,,,,,,07-06-2022,202219772N,46412,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,EASTPOINT CHEM PTE. LTD.,EASTPOINT CHEM PTE. LTD.,,,,,,12-07-2022,202224016R,46649,,,,,https://eastpoint.com.sg/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6598168498'],,,,,,,,,,,,,,,,,,
,,2025-11-09,RHODON PERFORMANCE MATERIALS PTE. LTD.,RHODON PERFORMANCE MATERIALS PTE. LTD.,,,,,,03-07-2023,202325891Z,46411,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,WEALFONS TRADING PTE. LTD.,WEALFONS TRADING PTE. LTD.,,,,,,09-05-2023,202317846E,46414,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,EFZIN SHIP CHANDLER PTE. LTD.,EFZIN SHIP CHANDLER PTE. LTD.,,,,,,08-01-2021,202101124M,46661,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6596338561'],,,,,,,,,,,,,,,,,,
,,2025-11-09,TERRA TEA LLP,TERRA TEA LLP,,,,,,11-07-2025,T25LL0771F,46309,,,,,,,,,,,LIMITED LIABILITY PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
