,ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
259,,,2025-11-18,JOYFUL LAND LEARNING CENTRE PTE. LTD.,JOYFUL LAND LEARNING CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,10-01-2014,201401159K,85509,0,,,,,SME,https://www.facebook.com/joyfullandlearningcentre/,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,1 NORTH BRIDGE ROAD,06,179094,1 North Bridge Road High Street Centre Virtual Business Address 11-06 Singapore 179094,06,179094,,,,,65 8830 8486,joylandtuition@gmail.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
260,,,2025-11-18,SUNFLOWER KINDERHUB PTE. LTD.,SUNFLOWER KINDERHUB,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,11-01-2021,202101419W,88911,0,,,,http://www.sunflowerkinderhub.com.sg/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,3 STRATTON ROAD,,806787,"3 STRATTON ROAD, STRATTON PARK Singapore 806787",,806787,,,,,65 6484 6781,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
261,,,2025-11-18,MIN SHI EDUCATIONAL SERVICES,MIN SHI EDUCATIONAL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,07-03-2018,53378385B,85501,85509,,,,https://fas.nus.edu.sg/psy/chpc.html,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,118 LORONG 1 TOA PAYOH,0415,310118,118 LORONG 1 TOA PAYOH TOA PAYOH VIEW 10-0415 Singapore 310118,0415,310118,,,,,65 6516 5322,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
262,,,2025-11-18,MY LITTLE KINGDOM,MY LITTLE KINGDOM,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,12-03-2024,53482430K,85509,0,,,,https://www.mylittlekingdom.com.sg/,Startbud,,https://www.instagram.com/mylittlekingdom.mlk/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,182 JALAN JURONG KECHIL,62,596152,182 JALAN JURONG KECHIL THE HILLFORD 01-62 Singapore 596152,62,596152,,,,,65 8896 7000,enquiry@mylittlekingdom.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
263,,,2025-11-18,IMAN CHILDCARE (WOODGROVE) PTE. LTD.,IMAN CHILDCARE WOODGROVE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,23-08-2005,200511638D,88911,88912,,,,https://iman.edu.sg/,SME,https://www.facebook.com/imanwoodgrove/,https://www.instagram.com/imanchildcarewoodgrove/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,5 WOODGROVE AVENUE,,738405,5 WOODGROVE AVENUE Singapore 738405,,738405,,,,,65 6369 4436,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
264,,,2025-11-18,PINNACLE EDUCATION HUB PTE. LTD.,PINNACLE EDUCATION HUB,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-02-2020,202006263E,85509,0,,,,https://pinnacleedu.sg/,SME,https://www.facebook.com/PinnacleEduHub.SG/,https://www.instagram.com/pinnacleeduhub.sg/,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,354 CLEMENTI AVENUE 2,201,120354,354 CLEMENTI AVENUE 2 01-201 Singapore 120354,201,120354,,,,,65 8887 5785,contact@pinnacleedu.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
265,,,2025-11-18,SCIENCE STUDIOS LEARNING CENTRE PTE. LTD.,SCIENCE STUDIOS LEARNING CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,01-09-2015,201533419N,85509,85213,,,,https://sciencestudios.com.sg/,SME,https://www.facebook.com/ScienceStudiosTuition/,https://www.instagram.com/science_studios_sg/,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,1 JALAN ANAK BUKIT,24E,588996,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA 02-24E Singapore 588996,24E,588996,,,,,65 6737 2720,contact@sciencestudios.edu.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
266,,,2025-11-18,PLAYFACTO @ BALESTIER PTE. LTD.,PLAYFACTO @ BALESTIER,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-01-2023,202300322K,88912,85509,,,,https://playfactoschool.com.sg/,Startbud,https://www.facebook.com/playfactoschool,https://www.instagram.com/codingroboticspfs/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,3A PASIR RIS DRIVE 6,21,519422,3A PASIR RIS DRIVE 6 03-21 Singapore 519422,21,519422,,,,,65 8380 6482,enquiry@playfactoschool.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
267,,,2025-11-18,SINGA ABC ENTERPRISE,SINGA ABC,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,22-12-2015,53325735B,85501,46900,,,,https://aespl.com.sg/,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,2 LORONG LEW LIAN,52,531002,47 KOVAN ROAD KOVAN ESQUIRE 04-01 Singapore 548132,52,531002,,,,,65 6455 0555,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
268,,,2025-11-18,NOBLELAND ARTS N LEARNING PLACE @WATERWAY PTE. LTD.,NOBLELAND ARTS N LEARNING PLACE @WATERWAY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,17-08-2015,201532036M,88911,0,,,,https://nobleland.sg/,SME,https://www.facebook.com/NoblelandArtsNLearningPlace,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,1D SHELFORD ROAD,27,286889,1D SHELFORD ROAD THE SHELFORD 01-27 Singapore 286889,27,286889,,,,,65 6481 6338,enquiry@noblelandarts-learning.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
269,,,2025-11-18,J&L GROUP OF COMPANIES PTE. LTD.,J&L OF,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,24-04-2018,201813896R,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,927 YISHUN CENTRAL 1,173,760927,927 YISHUN CENTRAL 1 WESTGATE 01-173 Singapore 760927,173,760927,,,,,65 6558 7079,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
270,,,2025-11-18,JEMS CONSULTANTS,JEMS CONSULTANTS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,31-12-2013,53251656K,85509,70102,,,,https://thelearninglab.com.sg/?utm_source=google&utm_medium=organic&utm_campaign=gmb,SME,https://www.facebook.com/jemsconsultant/,https://www.instagram.com/jems.consultancy/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,488 UPPER EAST COAST ROAD,02,466520,488 UPPER EAST COAST ROAD VENEZIO 05-02 Singapore 466520,02,466520,,,,,65 6733 8711,info@jemsconsultant.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
271,,,2025-11-18,DATE TK CONSULTING PTE. LTD.,DATE TK CONSULTING,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,11-10-2024,202441859K,85509,85501,,,,https://date-tk.com/,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,7 HOLLAND VILLAGE WAY,03/05,275748,7 HOLLAND VILLAGE WAY /05 ONE HOLLAND VILLAGE 05-03 Singapore 275748,03/05,275748,,,,,65 8741 1952,w888999666w@gmail.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
272,,,2025-11-18,CEREBRO EDUCATION PTE. LTD.,CEREBRO EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,17-05-2019,201915947N,85509,85409,,,,https://cerebral.com.sg/,SME,https://www.facebook.com/cerebralsg,,https://sg.linkedin.com/company/cerebralevents,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,1 ORCHID CLUB ROAD,32,769162,1 ORCHID CLUB ROAD ORCHID COUNTRY CLUB 02-32 Singapore 769162,32,769162,,,,,65 6338 1755,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
273,,,2025-11-18,AMARKIDZ@MACPHERSON PTE. LTD.,AMARKIDZ@MACPHERSON,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,12-02-2015,201504227W,88911,88912,,,,http://www.amarkidz.com.sg/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,37 EASTWOOD WAY,00,486599,37 EASTWOOD WAY AMAZANA 01-00 Singapore 486599,00,486599,,,,,65 6746 1178,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
274,,,2025-11-18,ST EDUCATION SERVICES,ST EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,22-03-2012,53211378X,85509,85409,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,134 PASIR RIS STREET 11,255,510134,134 PASIR RIS STREET 11 04-255 Singapore 510134,255,510134,,,,,65 6323 7911,esv_comat_enquiry@stengg.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
275,,,2025-11-18,MPGL CHILDCARE CENTRE (KHC) PTE. LTD.,MPGL CHILDCARE CENTRE KHC,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,07-01-2017,201700782N,88911,0,,,,https://ichibanmontessori.com.sg/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,26 BOON LAY WAY,77,609970,26 BOON LAY WAY TRADEHUB 21 01-77 Singapore 609970,77,609970,,,,,65 6333 9392,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
276,,,2025-11-18,WE CARE EDUCATION SERVICES,WE CARE EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-03-2022,53447401B,85509,85402,,,,https://www.wecare.org.sg/,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,211 JALAN LOYANG BESAR,02,509504,211 JALAN LOYANG BESAR EDGEWATER 04-02 Singapore 509504,02,509504,,,,,65 3165 8017,help@wecare.org.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
277,,,2025-11-18,EDUSMART LEARNING HUB (IOTA) PTE. LTD.,EDUSMART LEARNING HUB IOTA,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,29-03-2024,202412473N,85509,0,,,,https://singaporeedusmart.com.sg/,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,150 ORCHARD ROAD,08,238841,150 ORCHARD ROAD ORCHARD PLAZA 07-08 Singapore 238841,08,238841,,,,,,admin@singaporeedusmart.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
278,,,2025-11-18,NATUREVE GOURMET,NATUREVE GOURMET,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,11-11-2024,53494470A,85403,47213,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tertiary Education,"B2C, Offline",,,,,,461A SENGKANG WEST WAY,119,791461,461A SENGKANG WEST WAY 05-119 Singapore 791461,119,791461,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
279,,,2025-11-18,TANGSONG PTE. LTD.,TANGSONG,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,28-03-2024,202412257D,85509,85409,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,150 BEACH ROAD,05,189720,150 BEACH ROAD GATEWAY WEST 28-05 Singapore 189720,05,189720,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
280,,,2025-11-18,STRONGER FAMILIES PRIVATE LIMITED,STRONGER FAMILIES,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,22-04-2022,202213966R,85509,85402,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,33 UBI AVENUE 3,45,408868,33 UBI AVENUE 3 VERTEX 01-45 Singapore 408868,45,408868,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
281,,,2025-11-18,EDUGO+ PTE. LTD.,EDUGO,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,20-05-2024,202420289H,85501,85409,,,,https://www.edugo.sg/,Startbud,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,21 HUME AVENUE,03,598728,21 HUME AVENUE HUME PARK 2 06-03 Singapore 598728,03,598728,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
282,,,2025-11-18,HANKOOK SINGMATES PTE. LTD.,HANKOOK SINGMATES,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,22-09-2014,201428061M,85509,70201,,,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-520/,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,87 BEACH ROAD,01,189695,,01,189695,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
283,,,2025-11-18,BEHIGHFLYER EDUCATION PROFESSIONAL,BEHIGHFLYER EDUCATION PROFESSIONAL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,17-09-2008,53125646D,85509,0,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,2C HONG SAN WALK,04,689049,17 LORONG KISMIS VIEW AT KISMIS 02-01 Singapore 598010,04,689049,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
284,,,2025-11-18,THE LEARNING BURROW PTE. LTD.,THE LEARNING BURROW,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,18-12-2024,202450982H,88912,0,,,,,Startbud,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,574 ANG MO KIO AVENUE 10,1839,560574,574 ANG MO KIO AVENUE 10 01-1839 Singapore 560574,1839,560574,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
285,,,2025-11-18,INTERNATIONAL SCHOOLING PTE. LTD.,SCHOOLING,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,15-09-2017,201726336K,85509,85502,,,,https://internationalschooling.org/,SME,https://www.facebook.com/theinternationalschooling/,https://www.instagram.com/international_schooling/?hl=en,https://sg.linkedin.com/company/internationalschooling,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,111 SOMERSET ROAD,09,238164,111 SOMERSET ROAD 111 SOMERSET 03-09 Singapore 238164,09,238164,,,,,,info@internationalschooling.org,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
286,,,2025-11-18,SK MORGAN PTE. LTD.,SK MORGAN,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,07-10-2024,202441169C,85403,64202,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tertiary Education,"B2C, Offline",,,,,,80 TUAS AVENUE 1,02,639525,80 TUAS AVENUE 1 02-02 Singapore 639525,02,639525,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
287,,,2025-11-18,COLOURS LEARNING HUB LLP,COLOURS LEARNING HUB,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-06-2013,T13LL1155A,85509,0,,,,,SME,,,,,LIMITED LIABILITY PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,175 YISHUN AVENUE 7,853,760175,175 YISHUN AVENUE 7 11-853 Singapore 760175,853,760175,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
288,,,2025-11-18,TAN LAO SHI CHINESE TUITION,TAN LAO SHI CHINESE TUITION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,30-07-2025,53507888M,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,213 BUKIT BATOK STREET 21,211,650213,213 BUKIT BATOK STREET 21 08-211 Singapore 650213,211,650213,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
289,,,2025-11-18,PINNACLE EDUCATION GROUP,PINNACLE EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,10-12-2023,53477625J,85509,0,,,,https://www.pinnacleol.com/,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,8 BOON KENG ROAD,,330008,8 BOON KENG ROAD CITY VIEW @ BOON KENG Singapore 330008,,330008,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
290,,,2025-11-18,SINGAPORE ASSESSMENT & CERTIFICATION PTE. LTD.,ASSESSMENT & CERTIFICATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,29-10-2019,201936236C,85502,85509,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,11 EUNOS ROAD 8,01,408601,11 EUNOS ROAD 8 LIFELONG LEARNING INSTITUTE 06-01 Singapore 408601,01,408601,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
291,,,2025-11-18,RAFFLES STUDENT CARE CENTRE (HOUGANG GREEN) LLP,RAFFLES STUDENT CARE CENTRE HOUGANG GREEN,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,11-10-2015,T15LL1705J,88912,0,,,,https://www.cloudflare.com/?utm_source=challenge&utm_campaign=m,SME,,,,,LIMITED LIABILITY PARTNERSHIP,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,570 HOUGANG STREET 51,105,530570,,105,530570,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
292,,,2025-11-18,BRICAR INTERNATIONAL TRADE PTE. LTD.,BRICAR TRADE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,13-10-2019,201934408C,85509,46900,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,21 BUKIT BATOK CRESCENT,70,658065,6 JURONG LAKE LINK LAKE GRANDE 03-11 Singapore 648159,70,658065,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
293,,,2025-11-18,ACHIEVERS INTERNATIONAL CENTURY PTE. LTD.,ACHIEVERS CENTURY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,15-04-2025,202516232M,85501,0,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,8 BURN ROAD,03,369977,8 BURN ROAD TRIVEX 11-03 Singapore 369977,03,369977,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
294,,,2025-11-18,86EDUCATION,86EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,28-03-2024,53483289W,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,2 TOH YI DRIVE,161,590002,2 TOH YI DRIVE TOH YI GARDENS 06-161 Singapore 590002,161,590002,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
295,,,2025-11-18,WEWIN EDUCATION CENTRE PTE. LTD.,WEWIN EDUCATION CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,10-02-2014,201403638Z,85509,63203,,,,,SME,https://www.facebook.com/people/WeWin-Education-Centre/100046592336574/,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,126B CANBERRA STREET,785,752126,126B CANBERRA STREET 12-785 Singapore 752126,785,752126,,,,,+6597808378,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
296,,,2025-11-18,NASCANS FERMI PTE. LTD.,NASCANS FERMI,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-08-2022,202227191G,88912,0,,,,https://www.nascans.com/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,32 SAM LEONG ROAD,,207922,32 SAM LEONG ROAD Singapore 207922,,207922,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
297,,,2025-11-18,RACING NEURONS PTE. LTD.,RACING NEURONS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,15-11-2014,201434199E,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,278 BUKIT BATOK EAST AVENUE 3,351,650278,278 BUKIT BATOK EAST AVENUE 3 01-351 Singapore 650278,351,650278,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
298,,,2025-11-18,ZEUS TALK LLP,ZEUS TALK,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-03-2013,T13LL0369C,96094,0,,,,,SME,,,,,LIMITED LIABILITY PARTNERSHIP,Services,Services,Other Personal Service Activities,"B2C, Offline",,,,,,97C UPPER THOMSON ROAD,09,574329,97C UPPER THOMSON ROAD LAKEVIEW ESTATE 09-09 Singapore 574329,09,574329,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
299,,,2025-11-18,KUYE DAO PTE. LTD.,KUYE DAO,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,31-07-2024,202431051H,85509,70201,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,21 WOODLANDS CLOSE,16,737854,570B WOODLANDS AVENUE 1 CHAMPIONS COURT 04-872 Singapore 732570,16,737854,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
300,,,2025-11-18,WENDA EDUCATION PTE. LTD.,WENDA EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,27-01-2018,201803463H,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,99 YISHUN AVENUE 1,39,769139,99 YISHUN AVENUE 1 THE ESTUARY 11-39 Singapore 769139,39,769139,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
301,,,2025-11-18,READ WRITE SPACE,READ WRITE SPACE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,19-08-2025,53509049L,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,130B CANBERRA CRESCENT,473,752130,130B CANBERRA CRESCENT EASTCROWN @ CANBERRA 10-473 Singapore 752130,473,752130,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
302,,,2025-11-18,LUMEN EDUCATION CONSULTING PTE. LTD.,LUMEN EDUCATION CONSULTING,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,21-05-2020,202014134H,85509,85501,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,440A FERNVALE LINK,177,791440,79A TOA PAYOH CENTRAL CENTRAL HORIZON 05-11 Singapore 311079,177,791440,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
303,,,2025-11-18,OLYMPIC ENRICHMENT CENTRE PRIVATE LIMITED,OLYMPIC ENRICHMENT CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,09-07-2003,200306477K,85509,85213,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,60 PAYA LEBAR ROAD,04,409051,60 PAYA LEBAR ROAD PAYA LEBAR SQUARE 13-04 Singapore 409051,04,409051,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
304,,,2025-11-18,EXPRESS ERA PTE. LTD.,EXPRESS ERA,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,18-09-2018,201831963D,85509,88999,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,416 ANG MO KIO AVENUE 10,977,560416,416 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS 01-977 Singapore 560416,977,560416,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
305,,,2025-11-18,OVERGROW PTE. LTD.,OVERGROW,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,15-06-2021,202121032E,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,2 KALLANG AVENUE,25,339407,2 KALLANG AVENUE CT HUB 07-25 Singapore 339407,25,339407,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
306,,,2025-11-18,PRO RETAIL SUPPLIES PTE. LTD.,PRO RETAIL SUPPLIES,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-09-2010,201018737H,85501,68209,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,7 CHARLTON ROAD,,539557,7 CHARLTON ROAD #01- CHARLTON RESIDENCES 01-03 Singapore 539557,,539557,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
